052	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
053	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
054	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
055	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
056	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
057	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
058	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
059	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
060	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
061	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
062	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
063	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
064	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
065	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
066	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
067	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
068	status=ok_non_authoritative credential_admitted=1 credential_before_root=1 key_tuple=1 parent=1 root=1 fixture=1 lock_identity=1 root_empty=1 fixture_layout=1 not_reported_read_only=1 ofd_lock=1 scratch_wiped=1 owner_wiped=1 owner_unlocked=1 credential_syscalls=17 root_fixture_syscalls=41 ofd_attempts=1 filesystem_reserve=948568064 logical_authority_bound=16777216
