role	revision	category	path	mode	git_object	sha256_raw_blob	size_bytes
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/lookup/CMakeLists.txt	100644	09f7d2e3c9220bdc1461d9f84af833bec0c9e7e3	1b02f01a4b7a4ef90a97684ccdf711560300b83dfafbe21d35ddbe26165d29a5	989
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	build-system-input	examples/model-conversion/Makefile	100644	0130b0493bb2980e0daea49a8bf61e33f305b753	505d35714f9f6fbedd75d84577e20013bc673fc8f69db6ea0495e3f81be200c9	9005
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	python-dependency-input	examples/model-conversion/requirements.txt	100644	229b2ec75b75b8fb0f564fa7b8c85fdae6ff8bd0	e73cfffed19d2ab92169c325eea12eab730c35062265aa364eee0723509b5871	135
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/parallel/CMakeLists.txt	100644	4fb7a96aae3abe5a016e19987c0e69eae4ce6740	dceb77b9d969a0dd3f3d16903c0d7705a148f4ca723439e3122d9610d0579fbd	241
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/passkey/CMakeLists.txt	100644	12558cc25572acefba4493d73b63db801a5382ed	fe2666390ccb9c1707c6bfdbb2703369bdb8da4cb950b0ca0084feda9a331d5e	239
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/retrieval/CMakeLists.txt	100644	5927ff8a852d6e47395b8318e2fe92f12a2e7cf3	115bede727d6955484ed32c0deb755aa31bbbdcdc65e367ea39ead4e8226ab51	243
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/save-load-state/CMakeLists.txt	100644	78024672e77dbd5839f2e83dc611ac174de30b08	bb2b0a094dd1f26b548e497bc17cfa11c0c42fc7b967c4619e0e38a02a3acd43	255
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/simple-chat/CMakeLists.txt	100644	567f7fbbbf43a959c8d8f71705f6700c607f90dc	d938b71d4de5058258d71b1c3264f476a9786195bd0bc84fd9ac1e840b51f3d2	234
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/simple-cmake-pkg/CMakeLists.txt	100644	128e38c8f2dc04d48b7f837ce89bdecc816eea0c	bb2b3ed603d2f5e886413e2f0f0c4d4a3941ff1e422a279f01fbc864e0ef167a	381
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/simple/CMakeLists.txt	100644	104ecabfd72360aa8237a14e66179bcff62682c3	c4acc5493295ac4b9a1223f60004e6ea5b054efd75d5f3dc498032c464b24817	224
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/speculative-simple/CMakeLists.txt	100644	5ef3b4131f2a1f037c75ee7563da63624ad2b66c	e8939bcec6e731ce051f7311fe63595d6e1916c543ce4ee9001b9c13a80c6468	261
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/speculative/CMakeLists.txt	100644	b4e20c717a21e231bd4c44f080419f3952380d20	15d32bd07f65b4bb1e35b7e9e08ed59d621473cc16e47206426b2b6589b62008	247
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/sycl/CMakeLists.txt	100644	40e44eefc8a83f048c7f95ce5be741ad6a464f90	d2705afee47e2d677f7c7f89645bb4b42b65d11cb7e45ef6b16c0bc8cd2bc177	341
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	examples/training/CMakeLists.txt	100644	8bb20d0f21381f0419c3de16a7326550b3b7d4d3	4a51519d6982603238d45030d5333c30128f36dc187acd1d3826063920b9281c	241
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	build-or-source-lock-input	flake.nix	100644	bb02c8e52f9ad78e2b66eda8091e5c9356361798	a96dab876cc32b49eb478e8680fdc43c738a06310a1e5feba7b5d5a5c99ab3c4	7243
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	ggml/CMakeLists.txt	100644	57f5eebafd2fcf1141640abbead35693dd8916d7	2585a994119ec8991815d7ff588f5573007850cdc42a88d42b127001390ef826	21654
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	ggml/cmake/FindNCCL.cmake	100644	67511e2d56a6cf2e3bbcd000e6c7ad5d0535a2bd	496ad9fbb75ce307f8142ed2dc8fa1ea1baaaef70e51b8d0b153ebd191b650f8	964
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	ggml/cmake/GitVars.cmake	100644	1a4c24ebf6adeb1126e626f56de601621179353d	411507be4e991f2afc0007905a95bbf848176a282189d0e27d7df1d48974290d	717
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	ggml/cmake/common.cmake	100644	cb6638833204064c007ed8be32e5da22302c2522	438c57ef81c63b3b7b7a3078965ba081d53c3c2e9f9986c512e6f11b4937e816	2125
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	ggml/cmake/ggml-config.cmake.in	100644	91c9d5cd3434f595db418191e4d86f7bc9c2575c	68d6d3d46111b246beaf4429ab090a749bd7b9200ffc8ff1444e3309629859f4	6914
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	ggml/src/CMakeLists.txt	100644	88a5f5d618afa1cf1e2edefcf81040cae3d6c75d	fd7fcbfb61391fd5de8c02ae360039d693db843b1cd7c78522fab83b299ea2b4	19226
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	ggml/src/ggml-blas/CMakeLists.txt	100644	c27dc174c0041772d4950247ba374a7a0afe3e32	dc7028c2c7207e8c334fd61ea4556599a326710cd9b33050bace38833529df71	4168
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	ggml/src/ggml-cann/CMakeLists.txt	100755	aee5e7b06e51f5f9e36e31389798099d498d7f41	a61c05231e4ae8748c76febb4dfc214f856789caba5e0edd7d0c802bba3b172a	3476
implementation-candidate	61f2f2d7bc4955e9bca821095ef69125837133b5	cmake-input	ggml/src/ggml-cpu/CMakeLists.txt	100644	f3eccff7d72616e44bf4905c622dce4cd11d6aee	804e47a409c8465adb79877a27df62052944e9775e8c23fa4b9408fd9cb80c58	34490
